source,path,label_id,label_key,split,group_id,sha1,dhash
plantdoc-2020,test/Potato leaf early blight/3023.jpg,0,potato_early_blight,val,2352,fa62ca91e2abf3493caa59ca5d35181c4c4095c0,6191b8342e4d4fc4
plantdoc-2020,test/Potato leaf early blight/early-blight-alternaria-alternata-leaf-spotting-on-potato-leaf-X91XJE.jpg,0,potato_early_blight,train,2353,8c3b99c9420b1bfc393f3b2b287170a40ccf241d,071f0f03070787b4
plantdoc-2020,test/Potato leaf early blight/early-blight-or-target-spot-alternaria-solani-lesions-on-a-tomato-AXK6AY.jpg,0,potato_early_blight,train,2354,ecd06369eb922a3dae4ea227f46dcea1f6f5109f,a4070f07070f8fb0
plantdoc-2020,test/Potato leaf early blight/earlyblightpotato.jpg,0,potato_early_blight,train,2355,5e54ebe11f6d0608218e96d39b303e1aac60e8a3,f76343c7524ecec2
plantdoc-2020,test/Potato leaf early blight/potato-blight-phytophthora-infestans-close-up-of-upper-surface-of-BMMRXC.jpg,0,potato_early_blight,train,2356,15e045f76b1e5dcd4cbfcd0d2a0a0879b6aa3b11,20e0f0d8e0e0f0b0
plantdoc-2020,test/Potato leaf early blight/potato-early-blight-alternaria-alternata-lesion-on-a-potato-leaf-a1w1em.jpg,0,potato_early_blight,train,2357,60594ea226aaf80ecdf3d2756b7902da65800b4d,c4c7c7878f97d7f2
plantdoc-2020,test/Potato leaf early blight/potatobd001.jpg,0,potato_early_blight,train,2358,ff36c6184ede77be7f2db270aedd7b9ba269ad12,b1b3e3078f839dc4
plantdoc-2020,test/Potato leaf late blight/20090710-lateblight.jpg,1,potato_late_blight,train,2359,1261a9a045e225fec6fbcff6ebf37257af5540a4,3e7ef6f0d0f0e1e3
plantdoc-2020,test/Potato leaf late blight/2540_600.jpg,1,potato_late_blight,train,2360,ab9b6533a92d69b0584ce8d5af356c86221ad306,86869b9b9bd1f8b8
plantdoc-2020,test/Potato leaf late blight/B2750109-Late_blight_on_a_potato_plant-SPL.jpg,1,potato_late_blight,train,2361,33bfc360e18034bf02870bd2c3dd1cb790e064bd,e6e58b9d1d386207
plantdoc-2020,test/Potato leaf late blight/LateBlight04.jpg,1,potato_late_blight,train,2362,604519aad289ec0c8a6ac325dabc7d629c085749,7666ee727a6ae37b
plantdoc-2020,test/Potato leaf late blight/potato-late-blight.jpg,1,potato_late_blight,train,2363,5a7a10cfd777078c73c756a932682493f62261b2,e1e1c0c4a8f8a4b0
plantdoc-2020,train/Potato leaf early blight/00009.jpg,0,potato_early_blight,train,2152,ae0cbf59b5d1d97946dcbd61cd45d19571db9d00,8c8e49ede7e68e1e
plantdoc-2020,train/Potato leaf early blight/0042241.jpg,0,potato_early_blight,train,2153,9aa309757bdb8b61263c4e0325f23d6b285197aa,26021c18d1b73331
plantdoc-2020,train/Potato leaf early blight/0061.jpg,0,potato_early_blight,train,2154,8e87bedbd5ebb26e86943e5f11d7bdeadd26dfbb,1b797bf2fe7777e7
plantdoc-2020,train/Potato leaf early blight/1024_x_576_-_alternaria_early_infection_symptoms_spreading.jpg,0,potato_early_blight,train,2155,7dafe51b4e1609d1f0907ef1aa44c6a3cc18a3be,8f8f96decfc6e430
plantdoc-2020,train/Potato leaf early blight/1024px-Phytophthora_infestans_potato_%27Dor%C3%A9%27%2C_aardappelziekte_Dor%C3%A9.jpg,0,potato_early_blight,train,2156,5dab1aa0c001d943624e3feda354d8b8a75143ca,59783d2627c3e9ec
plantdoc-2020,train/Potato leaf early blight/1200px-Late_blight_on_potato_leaf_2.jpg,0,potato_early_blight,val,2157,e77660462a70dd9be729d1f2ff4f9ebadbd38c95,69311b1fd7f1e3d2
plantdoc-2020,train/Potato leaf early blight/1573852-Early-Blight-e1515624612559.jpg,0,potato_early_blight,train,2160,990dbdffb96bcbd71e9ba9fa351cd10ecdb3c9fe,f1b1333bfe8f60d4
plantdoc-2020,train/Potato leaf early blight/15hrt15a1f1.jpg,0,potato_early_blight,val,2161,89cca47026d63c37e4413465116f3123fbf41d6b,c4808c889878480c
plantdoc-2020,train/Potato leaf early blight/20080710-early%2Bblight%2Blesions%2Bwith%2Byellow%2Bhaloes.jpg,0,potato_early_blight,train,2163,7c8bd72daa028a6ef648dadc15e4f08bdc4ad674,3a6e3cb4c6c6c481
plantdoc-2020,train/Potato leaf early blight/20100816earlyblight.jpg,0,potato_early_blight,train,2164,962508fa8e20f1d43c4ee514c7e6fb246af203eb,c246d7173f7e7cbf
plantdoc-2020,train/Potato leaf early blight/21-late%20blight-early%20symptoms%20potato.jpg,0,potato_early_blight,test,2165,30a7fb9eaddc5906b6dc4d5818ab0493df3bb040,1d9c0d19331b3939
plantdoc-2020,train/Potato leaf early blight/2643371-version%3D1.0%26t%3D1260361493000.jpg,0,potato_early_blight,train,2166,db2557f7324050500701663aabc7dcc29a4d334f,486c2d3b37571f9a
plantdoc-2020,train/Potato leaf early blight/27013702151_95bd415ba9_o.jpg,0,potato_early_blight,val,2167,e593612a1db64799d201baf23b72832f00edc990,7c7e7b6f6f6f6367
plantdoc-2020,train/Potato leaf early blight/2D1A9552.jpg,0,potato_early_blight,train,2168,ccc5d9d7da1295385b453f67dea3e549a539d0b5,830f7df9fbff7a73
plantdoc-2020,train/Potato leaf early blight/2OBH_29_Gardening_early_blight.jpg,0,potato_early_blight,train,2169,a1244fa41739963e850a20c7329adc91f43e7fa2,1e1f34371b5c0e17
plantdoc-2020,train/Potato leaf early blight/36-early-blight-concentric-rings.jpg,0,potato_early_blight,test,2170,6e173b97fae02e03a49d82b60cc601f8a1b20bea,949e0f3737371646
plantdoc-2020,train/Potato leaf early blight/3785483636_d888419c98_o.jpg,0,potato_early_blight,train,2171,20c40d6fbfb95bfbff25567fce679d1db3291323,17b3b3f5e9d8b133
plantdoc-2020,train/Potato leaf early blight/500px-Tomato_Early_Blight_Leaf.jpg,0,potato_early_blight,train,2173,6136a9223995ec2c245b580275feb4abfda603bf,07051f1f270f0f8f
plantdoc-2020,train/Potato leaf early blight/5688742112_147f33b89d_Phytophthora-Infestans.jpg,0,potato_early_blight,train,2174,708da95aadab94b1665b5aa1ece8b7b2d9646bc3,1b23711d0f1b1f0f
