source,path,label_id,label_key,split,group_id,sha1,dhash
kaggle-cassava-2020,train_images/1000015157.jpg,0,cassava_bacterial_blight,test,0,aaac9109675ffe87bb0ac70022b1e0ae12819c94,f82861e1b0312b6a
kaggle-cassava-2020,train_images/1000201771.jpg,3,cassava_mosaic_disease,train,1,9fc3d3e14d1ae5c59bfcca6a5e9b1630cd62db6c,19074d0f8a9e0e1f
kaggle-cassava-2020,train_images/100042118.jpg,1,cassava_brown_streak_disease,train,2,ae0cc099839d12734c65170eade31975a3e385bf,814b1f0f4d553f31
kaggle-cassava-2020,train_images/1000723321.jpg,1,cassava_brown_streak_disease,train,3,9f91e82e7634379a6630d0ba94a1df3c7b25adae,3e7e8f8b9ad62ec6
kaggle-cassava-2020,train_images/1000812911.jpg,3,cassava_mosaic_disease,test,4,e615328514eb49cf2ba5fc81c546b5579b3e9f88,a3e3d0c0d8e4e46d
kaggle-cassava-2020,train_images/1000837476.jpg,3,cassava_mosaic_disease,train,5,6f953a9753f1a59f7608a1af57cbd44d45937dea,cb0b1abe3f766573
kaggle-cassava-2020,train_images/1000910826.jpg,2,cassava_green_mottle,train,6,64b3b45e2dc27fc662fa6c7adc398536dce46413,d7ff1f36d68dc6a3
kaggle-cassava-2020,train_images/1001320321.jpg,0,cassava_bacterial_blight,train,7,a6fed46078cccc11d4b79d9513a3d7bf4ee22891,1f1b1d050d736367
kaggle-cassava-2020,train_images/1001723730.jpg,4,healthy,train,8,0262376af5dcb3dfbdb3c0edd69a2530e9cb3572,1e9b4f4d4c1f16db
kaggle-cassava-2020,train_images/1001742395.jpg,3,cassava_mosaic_disease,train,9,2552ab02ae26c2c2ffd59e09789c9e7f63a12a91,9b9a820391cc5a4a
kaggle-cassava-2020,train_images/1001749118.jpg,3,cassava_mosaic_disease,train,10,aa05d24ff444795e55404fa32a1f54d6027b02ca,b34b086793e16373
